Distribution,Sample Size,Bin Count,CI_HDEM_AMISE_Lower Mean,CI_HDEM_AMISE_Lower CI Lower,CI_HDEM_AMISE_Lower CI Upper,CI_HDEM_AMISE_Mean Mean,CI_HDEM_AMISE_Mean CI Lower,CI_HDEM_AMISE_Mean CI Upper,CI_HDEM_AMISE_Upper Mean,CI_HDEM_AMISE_Upper CI Lower,CI_HDEM_AMISE_Upper CI Upper,CI_HDEM_IMSE_Lower Mean,CI_HDEM_IMSE_Lower CI Lower,CI_HDEM_IMSE_Lower CI Upper,CI_HDEM_IMSE_Mean Mean,CI_HDEM_IMSE_Mean CI Lower,CI_HDEM_IMSE_Mean CI Upper,CI_HDEM_IMSE_Upper Mean,CI_HDEM_IMSE_Upper CI Lower,CI_HDEM_IMSE_Upper CI Upper,CI_HDEM_MAE_Lower Mean,CI_HDEM_MAE_Lower CI Lower,CI_HDEM_MAE_Lower CI Upper,CI_HDEM_MAE_Mean Mean,CI_HDEM_MAE_Mean CI Lower,CI_HDEM_MAE_Mean CI Upper,CI_HDEM_MAE_Upper Mean,CI_HDEM_MAE_Upper CI Lower,CI_HDEM_MAE_Upper CI Upper,CI_HDEM_MIAE_Lower Mean,CI_HDEM_MIAE_Lower CI Lower,CI_HDEM_MIAE_Lower CI Upper,CI_HDEM_MIAE_Mean Mean,CI_HDEM_MIAE_Mean CI Lower,CI_HDEM_MIAE_Mean CI Upper,CI_HDEM_MIAE_Upper Mean,CI_HDEM_MIAE_Upper CI Lower,CI_HDEM_MIAE_Upper CI Upper,CI_HDEM_MISE_Lower Mean,CI_HDEM_MISE_Lower CI Lower,CI_HDEM_MISE_Lower CI Upper,CI_HDEM_MISE_Mean Mean,CI_HDEM_MISE_Mean CI Lower,CI_HDEM_MISE_Mean CI Upper,CI_HDEM_MISE_Upper Mean,CI_HDEM_MISE_Upper CI Lower,CI_HDEM_MISE_Upper CI Upper,CI_HDEM_MSE_Lower Mean,CI_HDEM_MSE_Lower CI Lower,CI_HDEM_MSE_Lower CI Upper,CI_HDEM_MSE_Mean Mean,CI_HDEM_MSE_Mean CI Lower,CI_HDEM_MSE_Mean CI Upper,CI_HDEM_MSE_Upper Mean,CI_HDEM_MSE_Upper CI Lower,CI_HDEM_MSE_Upper CI Upper,CI_HDEM_Normalized MAE_Lower Mean,CI_HDEM_Normalized MAE_Lower CI Lower,CI_HDEM_Normalized MAE_Lower CI Upper,CI_HDEM_Normalized MAE_Mean Mean,CI_HDEM_Normalized MAE_Mean CI Lower,CI_HDEM_Normalized MAE_Mean CI Upper,CI_HDEM_Normalized MAE_Upper Mean,CI_HDEM_Normalized MAE_Upper CI Lower,CI_HDEM_Normalized MAE_Upper CI Upper,CI_HDEM_Normalized MSE_Lower Mean,CI_HDEM_Normalized MSE_Lower CI Lower,CI_HDEM_Normalized MSE_Lower CI Upper,CI_HDEM_Normalized MSE_Mean Mean,CI_HDEM_Normalized MSE_Mean CI Lower,CI_HDEM_Normalized MSE_Mean CI Upper,CI_HDEM_Normalized MSE_Upper Mean,CI_HDEM_Normalized MSE_Upper CI Lower,CI_HDEM_Normalized MSE_Upper CI Upper,CI_Hist_AMISE_Lower Mean,CI_Hist_AMISE_Lower CI Lower,CI_Hist_AMISE_Lower CI Upper,CI_Hist_AMISE_Mean Mean,CI_Hist_AMISE_Mean CI Lower,CI_Hist_AMISE_Mean CI Upper,CI_Hist_AMISE_Upper Mean,CI_Hist_AMISE_Upper CI Lower,CI_Hist_AMISE_Upper CI Upper,CI_Hist_IMSE_Lower Mean,CI_Hist_IMSE_Lower CI Lower,CI_Hist_IMSE_Lower CI Upper,CI_Hist_IMSE_Mean Mean,CI_Hist_IMSE_Mean CI Lower,CI_Hist_IMSE_Mean CI Upper,CI_Hist_IMSE_Upper Mean,CI_Hist_IMSE_Upper CI Lower,CI_Hist_IMSE_Upper CI Upper,CI_Hist_MAE_Lower Mean,CI_Hist_MAE_Lower CI Lower,CI_Hist_MAE_Lower CI Upper,CI_Hist_MAE_Mean Mean,CI_Hist_MAE_Mean CI Lower,CI_Hist_MAE_Mean CI Upper,CI_Hist_MAE_Upper Mean,CI_Hist_MAE_Upper CI Lower,CI_Hist_MAE_Upper CI Upper,CI_Hist_MIAE_Lower Mean,CI_Hist_MIAE_Lower CI Lower,CI_Hist_MIAE_Lower CI Upper,CI_Hist_MIAE_Mean Mean,CI_Hist_MIAE_Mean CI Lower,CI_Hist_MIAE_Mean CI Upper,CI_Hist_MIAE_Upper Mean,CI_Hist_MIAE_Upper CI Lower,CI_Hist_MIAE_Upper CI Upper,CI_Hist_MISE_Lower Mean,CI_Hist_MISE_Lower CI Lower,CI_Hist_MISE_Lower CI Upper,CI_Hist_MISE_Mean Mean,CI_Hist_MISE_Mean CI Lower,CI_Hist_MISE_Mean CI Upper,CI_Hist_MISE_Upper Mean,CI_Hist_MISE_Upper CI Lower,CI_Hist_MISE_Upper CI Upper,CI_Hist_MSE_Lower Mean,CI_Hist_MSE_Lower CI Lower,CI_Hist_MSE_Lower CI Upper,CI_Hist_MSE_Mean Mean,CI_Hist_MSE_Mean CI Lower,CI_Hist_MSE_Mean CI Upper,CI_Hist_MSE_Upper Mean,CI_Hist_MSE_Upper CI Lower,CI_Hist_MSE_Upper CI Upper,CI_Hist_Normalized MAE_Lower Mean,CI_Hist_Normalized MAE_Lower CI Lower,CI_Hist_Normalized MAE_Lower CI Upper,CI_Hist_Normalized MAE_Mean Mean,CI_Hist_Normalized MAE_Mean CI Lower,CI_Hist_Normalized MAE_Mean CI Upper,CI_Hist_Normalized MAE_Upper Mean,CI_Hist_Normalized MAE_Upper CI Lower,CI_Hist_Normalized MAE_Upper CI Upper,CI_Hist_Normalized MSE_Lower Mean,CI_Hist_Normalized MSE_Lower CI Lower,CI_Hist_Normalized MSE_Lower CI Upper,CI_Hist_Normalized MSE_Mean Mean,CI_Hist_Normalized MSE_Mean CI Lower,CI_Hist_Normalized MSE_Mean CI Upper,CI_Hist_Normalized MSE_Upper Mean,CI_Hist_Normalized MSE_Upper CI Lower,CI_Hist_Normalized MSE_Upper CI Upper
beta,500,25,1.4842603142555098e-07,,,2.4602617061259336e-07,,,3.4362630979963575e-07,,,3.31890695898052e-06,,,5.501312417337199e-06,,,7.683717875693878e-06,,,0.0011028547638409,,,0.0013180395378091,,,0.0015332243117774,,,3.347059895287721e-05,,,4.005600290427568e-05,,,4.664140685567416e-05,,,1.037929990187957e-07,,,1.6537726267000858e-07,,,2.269615263212214e-07,,,3.31890695898052e-06,,,5.501312417337199e-06,,,7.683717875693878e-06,,,2.2057095276818093e-06,,,2.6360790756183155e-06,,,3.0664486235548217e-06,,,6.637813917961037e-09,,,1.1002624834674394e-08,,,1.536743575138775e-08,,,3.5871981352675734e-35,,,4.6985002800009336e-35,,,5.809802424734295e-35,,,8.021218879218779e-34,,,1.0506166018383884e-33,,,1.299111315754899e-33,,,1.7493803548201705e-17,,,2.083923311690939e-17,,,2.418466268561707e-17,,,5.307635819342958e-19,,,6.339941265305944e-19,,,7.372246711268932e-19,,,2.4169788564004053e-35,,,3.1977819492117463e-35,,,3.9785850420230873e-35,,,8.021218879218779e-34,,,1.0506166018383884e-33,,,1.299111315754899e-33,,,3.49876070964034e-20,,,4.1678466233818765e-20,,,4.836932537123413e-20,,,1.6042437758437558e-36,,,2.1012332036767772e-36,,,2.598222631509798e-36,,
beta,500,30,1.495274121398414e-07,,,2.3186405971745466e-07,,,3.142007072950679e-07,,,3.343534580443127e-06,,,5.184637990672993e-06,,,7.02574140090286e-06,,,0.0013476849380256,,,0.0015369528501208,,,0.0017262207622159,,,3.585326163588032e-05,,,4.1375694520491895e-05,,,4.6898127405103466e-05,,,8.85011132776342e-08,,,1.4072640562989314e-07,,,1.929516979821521e-07,,,3.343534580443127e-06,,,5.184637990672993e-06,,,7.02574140090286e-06,,,2.6953698760513023e-06,,,3.07390570024164e-06,,,3.452441524431977e-06,,,6.687069160886256e-09,,,1.0369275981345989e-08,,,1.4051482801805722e-08,,,1.9512278746462733e-35,,,3.755114344659177e-35,,,5.55900081467208e-35,,,4.363078167301505e-34,,,8.396690937942494e-34,,,1.2430303708583485e-33,,,1.2594403370737037e-17,,,1.7572748811645054e-17,,,2.2551094252553076e-17,,,3.406941459450786e-19,,,4.703316221340616e-19,,,5.999690983230443e-19,,,1.2073570792702836e-35,,,2.223892843148242e-35,,,3.2404286070262005e-35,,,4.363078167301505e-34,,,8.396690937942494e-34,,,1.2430303708583485e-33,,,2.5188806741474076e-20,,,3.514549762329011e-20,,,4.510218850510615e-20,,,8.726156334603008e-37,,,1.6793381875884987e-36,,,2.4860607417166968e-36,,
beta,500,50,2.660514078732381e-07,,,3.033843603915981e-07,,,3.4071731290995816e-07,,,5.949090335140831e-06,,,6.783880531459082e-06,,,7.618670727777333e-06,,,0.0017655649656447,,,0.0019255358116548,,,0.0020855066576649,,,2.810189047462992e-05,,,3.07853084071827e-05,,,3.3468726339735474e-05,,,9.558744267883344e-08,,,1.0828863546962557e-07,,,1.209898282604177e-07,,,5.949090335140831e-06,,,6.783880531459082e-06,,,7.618670727777333e-06,,,3.5311299312894098e-06,,,3.8510716233096206e-06,,,4.171013315329831e-06,,,1.189818067028166e-08,,,1.3567761062918164e-08,,,1.5237341455554663e-08,,,3.610426720541312e-35,,,4.4795192791808304e-35,,,5.348611837820351e-35,,,8.073159574912009e-34,,,1.0016509614769197e-33,,,1.1959859654626382e-33,,,1.870443307788753e-17,,,2.166929830016429e-17,,,2.4634163522441046e-17,,,2.989959209568737e-19,,,3.4629250575341906e-19,,,3.935890905499644e-19,,,1.2878959222145132e-35,,,1.60296767656436e-35,,,1.9180394309142068e-35,,,8.073159574912009e-34,,,1.0016509614769197e-33,,,1.1959859654626382e-33,,,3.740886615577506e-20,,,4.3338596600328575e-20,,,4.9268327044882093e-20,,,1.6146319149824023e-36,,,2.0033019229538397e-36,,,2.3919719309252765e-36,,
beta,500,100,1.6583272434586426e-07,,,1.9145592053331938e-07,,,2.1707911672077454e-07,,,3.708132445313368e-06,,,4.281084530073e-06,,,4.854036614832631e-06,,,0.0014956148701309,,,0.0016026702610715,,,0.0017097256520122,,,1.1447793604182084e-05,,,1.2542240036839915e-05,,,1.363668646949775e-05,,,2.8352369603110282e-08,,,3.360905684720155e-08,,,3.886574409129282e-08,,,3.708132445313368e-06,,,4.281084530073e-06,,,4.854036614832631e-06,,,2.9912297402619845e-06,,,3.205340522143196e-06,,,3.4194513040244077e-06,,,7.416264890626737e-09,,,8.562169060146001e-09,,,9.708073229665264e-09,,,3.1816968544896746e-35,,,5.85693724516459e-35,,,8.532177635839506e-35,,,7.11449045043617e-34,,,1.3096509820138377e-33,,,1.9078529189840585e-33,,,1.815152148484327e-17,,,2.3164196255587298e-17,,,2.8176871026331327e-17,,,1.3778734034523152e-19,,,1.819531036604672e-19,,,2.261188669757029e-19,,,5.201593240984234e-36,,,1.036220626318394e-35,,,1.5522819285383645e-35,,,7.11449045043617e-34,,,1.3096509820138377e-33,,,1.9078529189840585e-33,,,3.630304296968655e-20,,,4.63283925111746e-20,,,5.635374205266267e-20,,,1.4228980900872332e-36,,,2.6193019640276745e-36,,,3.815705837968116e-36,,
beta,1000,10,1.0064934675022817e-07,,,1.7609108299040637e-07,,,2.515328192305846e-07,,,3.1828118073878746e-06,,,5.5684889789541815e-06,,,7.954166150520488e-06,,,0.0008940008143598,,,0.0012760345100251,,,0.0016580682056904,,,7.257422745612772e-05,,,0.0001032640229013,,,0.0001339538183465,,,2.580479438218907e-07,,,4.474890860500822e-07,,,6.369302282782736e-07,,,3.1828118073878746e-06,,,5.5684889789541815e-06,,,7.954166150520488e-06,,,8.940008143598785e-07,,,1.2760345100251414e-06,,,1.6580682056904043e-06,,,3.182811807387874e-09,,,5.568488978954181e-09,,,7.954166150520487e-09,,,3.05930779130496e-35,,,4.87701230955716e-35,,,6.69471682780936e-35,,,9.674380684022745e-34,,,1.5422467074878802e-33,,,2.117055346573486e-33,,,2.0920380350535017e-17,,,2.5626202548867378e-17,,,3.0332024747199746e-17,,,1.6801865326373246e-18,,,2.0983881615143184e-18,,,2.5165897903913125e-18,,,7.762447585440845e-35,,,1.2702959284223015e-34,,,1.7643470983005183e-34,,,9.674380684022745e-34,,,1.5422467074878802e-33,,,2.117055346573486e-33,,,2.092038035053501e-20,,,2.562620254886738e-20,,,3.033202474719975e-20,,,9.674380684022745e-37,,,1.5422467074878798e-36,,,2.117055346573486e-36,,
beta,1000,15,9.598601269529209e-08,,,2.31844452531955e-07,,,3.6770289236861794e-07,,,3.0353442363496077e-06,,,7.331565328757696e-06,,,1.1627786421165783e-05,,,0.0009628953554151,,,0.001377101795776,,,0.0017913082361369,,,5.201045510613967e-05,,,7.676370943845974e-05,,,0.0001015169637707,,,1.6153728874221496e-07,,,4.113536373115903e-07,,,6.611699858809655e-07,,,3.0353442363496077e-06,,,7.331565328757696e-06,,,1.1627786421165783e-05,,,9.628953554151932e-07,,,1.37710179577605e-06,,,1.7913082361369065e-06,,,3.035344236349608e-09,,,7.331565328757697e-09,,,1.1627786421165786e-08,,,2.3927643853167853e-35,,,3.2792654430185215e-35,,,4.165766500720259e-35,,,7.566585361733795e-34,,,1.0369947852219637e-33,,,1.317331034270548e-33,,,1.738937798081432e-17,,,2.277691923957548e-17,,,2.816446049833664e-17,,,9.586309774506694e-19,,,1.2600548190885021e-18,,,1.561478660726335e-18,,,4.168296407066795e-35,,,5.738008410973656e-35,,,7.307720414880517e-35,,,7.566585361733795e-34,,,1.0369947852219637e-33,,,1.317331034270548e-33,,,1.7389377980814322e-20,,,2.277691923957548e-20,,,2.8164460498336636e-20,,,7.566585361733795e-37,,,1.0369947852219638e-36,,,1.317331034270548e-36,,
beta,1000,20,1.74292956438859e-07,,,2.704085015565678e-07,,,3.665240466742766e-07,,,5.511627224713043e-06,,,8.551067635919407e-06,,,1.1590508047125771e-05,,,0.0011742227632325,,,0.0014456659694678,,,0.0017171091757032,,,4.767455145297922e-05,,,6.011788473189554e-05,,,7.256121801081186e-05,,,2.2357363293262817e-07,,,3.575921579638131e-07,,,4.91610682994998e-07,,,5.511627224713043e-06,,,8.551067635919407e-06,,,1.1590508047125771e-05,,,1.1742227632325165e-06,,,1.4456659694678642e-06,,,1.717109175703212e-06,,,5.5116272247130435e-09,,,8.551067635919408e-09,,,1.1590508047125773e-08,,,2.443249872893812e-35,,,3.9841893645264336e-35,,,5.525128856159054e-35,,,7.726234491261334e-34,,,1.2599113021322392e-33,,,1.747199155138345e-33,,,1.9545717854586844e-17,,,2.4680778254460018e-17,,,2.9815838654333187e-17,,,8.12127400742857e-19,,,1.019550799053439e-18,,,1.226974197364021e-18,,,3.230987906487865e-35,,,5.204965010659144e-35,,,7.178942114830425e-35,,,7.726234491261334e-34,,,1.2599113021322392e-33,,,1.747199155138345e-33,,,1.9545717854586847e-20,,,2.4680778254460024e-20,,,2.98158386543332e-20,,,7.726234491261332e-37,,,1.259911302132239e-36,,,1.747199155138345e-36,,
beta,1000,25,1.389403001135917e-07,,,1.9451574736625048e-07,,,2.500911946189092e-07,,,4.39367807146301e-06,,,6.1511280244725e-06,,,7.908577977481989e-06,,,0.0011799700546982,,,0.0013636860998588,,,0.0015474021450195,,,3.888459492500785e-05,,,4.528992722552805e-05,,,5.169525952604824e-05,,,1.4571958573509316e-07,,,2.042061783975095e-07,,,2.6269277105992586e-07,,,4.39367807146301e-06,,,6.1511280244725e-06,,,7.908577977481989e-06,,,1.179970054698253e-06,,,1.3636860998588783e-06,,,1.5474021450195036e-06,,,4.393678071463011e-09,,,6.151128024472501e-09,,,7.90857797748199e-09,,,1.6526768316654648e-35,,,2.7037665830261224e-35,,,3.75485633438678e-35,,,5.2262230242535575e-34,,,8.5500606638133e-34,,,1.1873898303373045e-33,,,1.2647226507574701e-17,,,1.816949368738108e-17,,,2.3691760867187456e-17,,,4.207823486414026e-19,,,6.027791214310449e-19,,,7.847758942206872e-19,,,1.7376327544880202e-35,,,2.8317600311733706e-35,,,3.9258873078587215e-35,,,5.2262230242535575e-34,,,8.5500606638133e-34,,,1.1873898303373045e-33,,,1.2647226507574696e-20,,,1.816949368738108e-20,,,2.369176086718745e-20,,,5.2262230242535564e-37,,,8.5500606638133e-37,,,1.1873898303373044e-36,,
beta,1000,30,9.285570768699826e-08,,,1.3970632852276858e-07,,,1.8655694935853885e-07,,,2.936355300377199e-06,,,4.417902016716955e-06,,,5.899448733056712e-06,,,0.0009364680132256,,,0.001077885320914,,,0.0012193026286023,,,2.477825847213645e-05,,,2.915211800149852e-05,,,3.3525977530860594e-05,,,7.844912628855056e-08,,,1.191983722086105e-07,,,1.5994761812867046e-07,,,2.936355300377199e-06,,,4.417902016716955e-06,,,5.899448733056712e-06,,,9.36468013225634e-07,,,1.0778853209140095e-06,,,1.2193026286023856e-06,,,2.936355300377199e-09,,,4.417902016716955e-09,,,5.899448733056711e-09,,,2.332611556131317e-35,,,3.1269741047241357e-35,,,3.921336653316956e-35,,,7.376365413804662e-34,,,9.888360355294154e-34,,,1.2400355296783649e-33,,,1.6297498757881874e-17,,,2.0674289826401925e-17,,,2.5051080894921976e-17,,,4.384338633332232e-19,,,5.577205562648866e-19,,,6.770072491965499e-19,,,1.9859734429541052e-35,,,2.6675447386658444e-35,,,3.3491160343775834e-35,,,7.376365413804662e-34,,,9.888360355294154e-34,,,1.2400355296783649e-33,,,1.6297498757881872e-20,,,2.067428982640192e-20,,,2.5051080894921968e-20,,,7.376365413804661e-37,,,9.888360355294154e-37,,,1.2400355296783648e-36,,
beta,1000,50,6.016298735704576e-08,,,8.78568101538126e-08,,,1.1555063295057944e-07,,,1.9025207088817847e-06,,,2.77827628043056e-06,,,3.654031851979336e-06,,,0.0010063808459119,,,0.0011585131683423,,,0.0013106454907727,,,1.6965018177160018e-05,,,1.948851550025474e-05,,,2.2012012823349464e-05,,,3.247785727596742e-08,,,4.6607789499363025e-08,,,6.073772172275862e-08,,,1.9025207088817847e-06,,,2.77827628043056e-06,,,3.654031851979336e-06,,,1.0063808459119378e-06,,,1.158513168342349e-06,,,1.3106454907727605e-06,,,1.9025207088817844e-09,,,2.7782762804305603e-09,,,3.6540318519793355e-09,,,2.0774020799599655e-35,,,2.5509324286346606e-35,,,3.0244627773093565e-35,,,6.569322188644724e-34,,,8.066756631670457e-34,,,9.56419107469619e-34,,,1.648315077732093e-17,,,1.9445816484831013e-17,,,2.2408482192341097e-17,,,2.802138792024342e-19,,,3.260101597911139e-19,,,3.718064403797937e-19,,,1.1179599916197914e-35,,,1.3520253205121848e-35,,,1.5860906494045788e-35,,,6.569322188644724e-34,,,8.066756631670457e-34,,,9.56419107469619e-34,,,1.6483150777320932e-20,,,1.9445816484831012e-20,,,2.2408482192341095e-20,,,6.569322188644723e-37,,,8.066756631670456e-37,,,9.56419107469619e-37,,
beta,1000,100,5.1443334057642e-08,,,6.440893556864332e-08,,,7.737453707964463e-08,,,1.6267810605506046e-06,,,2.0367893806394533e-06,,,2.446797700728302e-06,,,0.000958794205026,,,0.0010467558444497,,,0.0011347174838734,,,7.760721380888176e-06,,,8.595790753931049e-06,,,9.430860126973922e-06,,,1.3258285578522716e-08,,,1.6754101746090964e-08,,,2.024991791365921e-08,,,1.6267810605506046e-06,,,2.0367893806394533e-06,,,2.446797700728302e-06,,,9.587942050260726e-07,,,1.0467558444497565e-06,,,1.1347174838734404e-06,,,1.6267810605506051e-09,,,2.0367893806394533e-09,,,2.4467977007283023e-09,,,2.1898692232693352e-35,,,2.9452536289242404e-35,,,3.7006380345791446e-35,,,6.924974523434897e-34,,,9.313709754276973e-34,,,1.1702444985119046e-33,,,1.609361128057334e-17,,,2.0459328675670464e-17,,,2.482504607076759e-17,,,1.3295062396722329e-19,,,1.6669837152991925e-19,,,2.004461190926152e-19,,,5.6649836256010174e-36,,,7.601659028657726e-36,,,9.538334431714436e-36,,,6.924974523434897e-34,,,9.313709754276973e-34,,,1.1702444985119046e-33,,,1.6093611280573335e-20,,,2.045932867567046e-20,,,2.4825046070767587e-20,,,6.924974523434898e-37,,,9.313709754276972e-37,,,1.1702444985119044e-36,,
beta,5000,10,1.3675274265610654e-08,,,2.493075384205572e-08,,,3.6186233418500783e-08,,,9.66987916779918e-07,,,1.7628705101810171e-06,,,2.5587531035821164e-06,,,0.0005308245982571,,,0.0007309012335647,,,0.0009309778688724,,,4.6300819679557614e-05,,,6.29345587111633e-05,,,7.956829774276899e-05,,,8.471387633921884e-08,,,1.5061604252045005e-07,,,2.1651820870168127e-07,,,9.66987916779918e-07,,,1.7628705101810171e-06,,,2.5587531035821164e-06,,,1.061649196514251e-07,,,1.461802467129589e-07,,,1.8619557377449272e-07,,,1.9339758335598354e-10,,,3.5257410203620343e-10,,,5.117506207164233e-10,,,1.8193342340535825e-35,,,3.0191799925497214e-35,,,4.2190257510458603e-35,,,1.2864635741441222e-33,,,2.1348826463546586e-33,,,2.983301718565195e-33,,,2.4455733685712035e-17,,,2.915094381161776e-17,,,3.3846153937523485e-17,,,2.1237051266921164e-18,,,2.5296020296071945e-18,,,2.935498932522273e-18,,,1.1179319174690186e-34,,,1.852366900215649e-34,,,2.58680188296228e-34,,,1.2864635741441222e-33,,,2.1348826463546586e-33,,,2.983301718565195e-33,,,4.891146737142407e-21,,,5.830188762323552e-21,,,6.769230787504697e-21,,,2.572927148288244e-37,,,4.269765292709317e-37,,,5.966603437130391e-37,,
beta,5000,15,7.299538192272907e-08,,,1.2777249895929006e-07,,,1.82549615995851e-07,,,5.1615529552863644e-06,,,9.034880046326508e-06,,,1.2908207137366652e-05,,,0.0012440728603984,,,0.0015885629397616,,,0.0019330530191247,,,7.286099099373892e-05,,,9.316739094394831e-05,,,0.0001134737908941,,,3.010899893329442e-07,,,5.301378241571772e-07,,,7.591856589814102e-07,,,5.1615529552863644e-06,,,9.034880046326508e-06,,,1.2908207137366652e-05,,,2.48814572079696e-07,,,3.177125879523243e-07,,,3.866106038249526e-07,,,1.032310591057273e-09,,,1.8069760092653014e-09,,,2.5816414274733302e-09,,,1.1937701652495128e-35,,,1.7840295256280695e-35,,,2.3742888860066264e-35,,,8.44122979026116e-34,,,1.2614993754086277e-33,,,1.6788757717911397e-33,,,1.814374866319877e-17,,,2.3213852715087134e-17,,,2.82839567669755e-17,,,1.0658464224591434e-18,,,1.3585435748363637e-18,,,1.6512407272135841e-18,,,4.95795584253321e-35,,,7.378350519733906e-35,,,9.7987451969346e-35,,,8.44122979026116e-34,,,1.2614993754086277e-33,,,1.6788757717911397e-33,,,3.6287497326397536e-21,,,4.642770543017427e-21,,,5.6567913533951e-21,,,1.6882459580522311e-37,,,2.522998750817255e-37,,,3.3577515435822785e-37,,
beta,5000,20,9.451585440574973e-08,,,1.1741824405135032e-07,,,1.403206336969509e-07,,,6.6832801579946055e-06,,,8.30272366037268e-06,,,9.922167162750756e-06,,,0.0012721824044672,,,0.0013852121414133,,,0.0014982418783595,,,5.557973157414581e-05,,,6.080739885653542e-05,,,6.603506613892503e-05,,,2.924848276973063e-07,,,3.647587172408663e-07,,,4.370326067844264e-07,,,6.6832801579946055e-06,,,8.30272366037268e-06,,,9.922167162750756e-06,,,2.5443648089345e-07,,,2.770424282826789e-07,,,2.996483756719078e-07,,,1.336656031598921e-09,,,1.660544732074536e-09,,,1.9844334325501512e-09,,,7.051611724729784e-36,,,1.137875479323784e-35,,,1.5705897861745902e-35,,,4.986242468850997e-34,,,8.04599467575741e-34,,,1.1105746882663824e-33,,,1.2852425060381248e-17,,,1.8211479416510578e-17,,,2.357053377263991e-17,,,5.65706950903749e-19,,,7.974289046147954e-19,,,1.0291508583258418e-18,,,2.1898437039367621e-35,,,3.518124284170684e-35,,,4.846404864404605e-35,,,4.986242468850997e-34,,,8.04599467575741e-34,,,1.1105746882663824e-33,,,2.5704850120762496e-21,,,3.642295883302116e-21,,,4.714106754527982e-21,,,9.972484937701992e-38,,,1.6091989351514815e-37,,,2.2211493765327643e-37,,
beta,5000,25,6.89120034579466e-08,,,9.049157013869037e-08,,,1.1207113681943409e-07,,,4.872814495026485e-06,,,6.398720288528603e-06,,,7.924626082030721e-06,,,0.0009680531981032,,,0.0010873645575281,,,0.001206675916953,,,3.390413659910506e-05,,,3.828521869816695e-05,,,4.266630079722884e-05,,,1.7165379226891445e-07,,,2.2512199937656546e-07,,,2.785902064842164e-07,,,4.872814495026485e-06,,,6.398720288528603e-06,,,7.924626082030721e-06,,,1.936106396206442e-07,,,2.1747291150562666e-07,,,2.4133518339060904e-07,,,9.74562899005297e-10,,,1.2797440577057203e-09,,,1.584925216406144e-09,,,7.889642405894166e-36,,,1.2307665780620968e-35,,,1.6725689155347775e-35,,,5.5788196463447135e-34,,,8.702833934054712e-34,,,1.1826848221764709e-33,,,1.3580820289304e-17,,,1.850895738758629e-17,,,2.3437094485868586e-17,,,4.759698056163624e-19,,,6.547471238448903e-19,,,8.335244420734181e-19,,,1.943854749842646e-35,,,3.0876792618218246e-35,,,4.231503773801004e-35,,,5.5788196463447135e-34,,,8.702833934054712e-34,,,1.1826848221764709e-33,,,2.7161640578607997e-21,,,3.701791477517258e-21,,,4.687418897173717e-21,,,1.115763929268943e-37,,,1.7405667868109428e-37,,,2.3653696443529426e-37,,
beta,5000,30,4.6287725267242375e-08,,,6.043394292850781e-08,,,7.458016058977326e-08,,,3.273036442216696e-06,,,4.2733250858588665e-06,,,5.273613729501037e-06,,,0.0007628107903865,,,0.0008531839204131,,,0.0009435570504398,,,2.2257540113495145e-05,,,2.525794817763722e-05,,,2.8258356241779297e-05,,,9.588105110042237e-08,,,1.268643460903591e-07,,,1.5784764108029586e-07,,,3.273036442216696e-06,,,4.2733250858588665e-06,,,5.273613729501037e-06,,,1.5256215807730756e-07,,,1.7063678408263649e-07,,,1.887114100879654e-07,,,6.546072884433394e-10,,,8.546650171717733e-10,,,1.0547227459002074e-09,,,9.8698119660187e-36,,,1.2646491913463418e-35,,,1.5423171860908138e-35,,,6.979010970207955e-34,,,8.942420190230823e-34,,,1.0905829410253693e-33,,,1.5920494825228682e-17,,,1.9253171828816546e-17,,,2.258584883240441e-17,,,4.745339914260819e-19,,,5.666627701274482e-19,,,6.587915488288145e-19,,,2.078916462299773e-35,,,2.632304038993754e-35,,,3.1856916156877337e-35,,,6.979010970207955e-34,,,8.942420190230823e-34,,,1.0905829410253693e-33,,,3.1840989650457367e-21,,,3.85063436576331e-21,,,4.5171697664808826e-21,,,1.395802194041591e-37,,,1.7884840380461645e-37,,,2.181165882050738e-37,,
