Distribution,Sample Size,Bin Count,CI_HDEM_MSE_Mean,CI_HDEM_MSE_Lower,CI_HDEM_MSE_Upper,CI_HDEM_MAE_Mean,CI_HDEM_MAE_Lower,CI_HDEM_MAE_Upper,CI_HDEM_Normalized MSE_Mean,CI_HDEM_Normalized MSE_Lower,CI_HDEM_Normalized MSE_Upper,CI_HDEM_Normalized MAE_Mean,CI_HDEM_Normalized MAE_Lower,CI_HDEM_Normalized MAE_Upper,CI_HDEM_IMSE_Mean,CI_HDEM_IMSE_Lower,CI_HDEM_IMSE_Upper,CI_HDEM_MISE_Mean,CI_HDEM_MISE_Lower,CI_HDEM_MISE_Upper,CI_HDEM_MIAE_Mean,CI_HDEM_MIAE_Lower,CI_HDEM_MIAE_Upper,CI_HDEM_AMISE_Mean,CI_HDEM_AMISE_Lower,CI_HDEM_AMISE_Upper
weibull,5000,15,3.0271723668510936e-08,1.7272255625498252e-08,4.327119171152362e-08,8.985616016560149e-05,6.771563905954278e-05,0.0001119966812716602,6.054344733702188e-12,3.4544511250996526e-12,8.654238342304724e-12,1.7971232033120302e-08,1.354312781190856e-08,2.2399336254332044e-08,3.0271723668510936e-08,1.7272255625498252e-08,4.327119171152362e-08,8.821822997605527e-09,5.144252490813393e-09,1.2499393504397659e-08,2.656530220420434e-05,1.9986425230708303e-05,3.314417917770038e-05,4.2810682168418784e-10,2.442665815835462e-10,6.119470617848295e-10
weibull,5000,20,1.7793741835613117e-06,9.483408090018349e-07,2.6104075581207887e-06,0.0005898702447210852,0.0004309288592103685,0.0007488116302318019,3.558748367122624e-10,1.8966816180036703e-10,5.220815116241578e-10,1.1797404894421704e-07,8.618577184207369e-08,1.497623260463604e-07,1.7793741835613117e-06,9.483408090018349e-07,2.6104075581207887e-06,3.66808022121239e-07,2.0052940493697045e-07,5.330866393055076e-07,0.000123041676521924,9.2374320955338e-05,0.00015370903208851,2.5164151029289607e-08,1.3411564338422685e-08,3.691673772015653e-08
weibull,5000,25,2.6158867943375125e-06,1.4902396772514157e-06,3.741533911423609e-06,0.0006555027342403357,0.0005104563452036206,0.0008005491232770508,5.231773588675027e-10,2.980479354502833e-10,7.483067822847221e-10,1.3110054684806715e-07,1.0209126904072413e-07,1.6010982465541016e-07,2.6158867943375125e-06,1.4902396772514157e-06,3.741533911423609e-06,4.625616047350681e-07,2.3367017892702307e-07,6.914530305431131e-07,0.00011351889831136418,8.257223431134853e-05,0.00014446556231137984,3.6994225821847894e-08,2.1075171627554558e-08,5.2913280016141234e-08
weibull,5000,30,3.014406922097699e-06,2.3459206114447166e-06,3.6828932327506816e-06,0.0006923514556391195,0.0005985138744222266,0.0007861890368560125,6.028813844195399e-10,4.691841222889435e-10,7.365786465501364e-10,1.3847029112782393e-07,1.1970277488444536e-07,1.572378073712025e-07,3.014406922097699e-06,2.3459206114447166e-06,3.6828932327506816e-06,4.3324899299106083e-07,3.3660186750419237e-07,5.298961184779292e-07,9.944052523626435e-05,8.555526857575974e-05,0.00011332578189676896,4.263015151741904e-08,3.317632744955702e-08,5.208397558528106e-08
weibull,5000,50,2.2905575066530145e-06,1.5766588342303498e-06,3.004456179075679e-06,0.0005279918542923348,0.000465216207676278,0.0005907675009083917,4.581115013306029e-10,3.1533176684606994e-10,6.008912358151358e-10,1.0559837085846695e-07,9.304324153525559e-08,1.1815350018167831e-07,2.2905575066530145e-06,1.5766588342303498e-06,3.004456179075679e-06,1.912450260949799e-07,1.3324192262035794e-07,2.4924812956960184e-07,4.447601952984957e-05,3.9345788324010715e-05,4.960625073568843e-05,3.239337491304194e-08,2.229732306603914e-08,4.2489426760044736e-08
weibull,5000,100,8.990126187565074e-07,5.986191211735095e-07,1.1994061163395053e-06,0.0004176043424191613,0.00036626131898971495,0.00046894736584860764,1.7980252375130153e-10,1.1972382423470194e-10,2.3988122326790115e-10,8.352086848383226e-08,7.3252263797943e-08,9.378947316972152e-08,8.990126187565074e-07,5.986191211735095e-07,1.1994061163395053e-06,4.0068357962965926e-08,2.4081706899226045e-08,5.605500902670581e-08,1.8344308568479947e-05,1.5493192891818402e-05,2.1195424245141492e-05,1.2713958381900056e-08,8.465752798594404e-09,1.696216396520571e-08
weibull,10000,10,6.179701916365666e-08,2.6181630815841737e-08,9.741240751147159e-08,0.00014288055370849704,0.00010165994221916159,0.00018410116519783248,6.179701916365665e-12,2.6181630815841727e-12,9.741240751147158e-12,1.4288055370849705e-08,1.0165994221916162e-08,1.841011651978325e-08,6.179701916365666e-08,2.6181630815841737e-08,9.741240751147159e-08,2.72779511531531e-08,1.2491331997905715e-08,4.206457030840049e-08,6.503969453368909e-05,4.668190969028183e-05,8.339747937709634e-05,6.179701916365665e-10,2.618163081584173e-10,9.741240751147157e-10
weibull,10000,15,3.247289937163085e-08,1.3794167730510752e-08,5.115163101275095e-08,9.201690805878029e-05,6.517832612697259e-05,0.000118855489990588,3.247289937163085e-12,1.379416773051076e-12,5.1151631012750944e-12,9.201690805878027e-09,6.5178326126972576e-09,1.1885548999058797e-08,3.247289937163085e-08,1.3794167730510752e-08,5.115163101275095e-08,8.979861587203824e-09,4.082515373253578e-09,1.387720780115407e-08,2.6245185228509126e-05,1.9080276203226743e-05,3.3410094253791506e-05,3.2472899371630853e-10,1.379416773051076e-10,5.115163101275095e-10
weibull,10000,20,2.0018748129316583e-06,1.0840675209818914e-06,2.919682104881425e-06,0.0006155946611489478,0.0004848806492857113,0.0007463086730121843,2.0018748129316583e-10,1.0840675209818917e-10,2.919682104881425e-10,6.155946611489478e-08,4.848806492857113e-08,7.463086730121842e-08,2.0018748129316583e-06,1.0840675209818914e-06,2.919682104881425e-06,4.4624648810441617e-07,2.4211665514275686e-07,6.503763210660755e-07,0.0001381175198009526,0.00010928544947273915,0.00016694959012916605,2.001874812931658e-08,1.0840675209818913e-08,2.919682104881425e-08
weibull,10000,25,3.944857770356309e-06,2.7756837687957273e-06,5.11403177191689e-06,0.0007830838085614876,0.0006633257280779713,0.0009028418890450039,3.9448577703563084e-10,2.775683768795727e-10,5.11403177191689e-10,7.830838085614876e-08,6.633257280779714e-08,9.028418890450038e-08,3.944857770356309e-06,2.7756837687957273e-06,5.11403177191689e-06,7.312162987399458e-07,4.957618545417291e-07,9.666707429381624e-07,0.0001442198198509074,0.00011909058813870968,0.0001693490515631051,3.9448577703563075e-08,2.775683768795726e-08,5.114031771916889e-08
weibull,10000,30,3.9238318587445375e-06,2.8729900458856132e-06,4.974673671603462e-06,0.0007219138770186782,0.0006162248744502357,0.0008276028795871207,3.923831858744537e-10,2.8729900458856124e-10,4.974673671603461e-10,7.219138770186782e-08,6.162248744502357e-08,8.276028795871207e-08,3.9238318587445375e-06,2.8729900458856132e-06,4.974673671603462e-06,5.677979102646308e-07,4.1091696872724194e-07,7.246788518020197e-07,0.00010428360831179337,8.676618823251015e-05,0.0001218010283910766,3.923831858744537e-08,2.8729900458856125e-08,4.974673671603462e-08
weibull,10000,50,3.0573899457057847e-06,2.1046874275310695e-06,4.0100924638804995e-06,0.000525515800740634,0.00045772483194538493,0.0005933067695358831,3.057389945705785e-10,2.1046874275310696e-10,4.0100924638805e-10,5.25515800740634e-08,4.5772483194538493e-08,5.933067695358831e-08,3.0573899457057847e-06,2.1046874275310695e-06,4.0100924638804995e-06,3.017281721874048e-07,1.7679532973101997e-07,4.266610146437896e-07,5.0695793675855914e-05,3.976061093730527e-05,6.163097641440657e-05,3.057389945705785e-08,2.1046874275310698e-08,4.0100924638805e-08
weibull,10000,100,7.643075075742133e-07,5.991008346099452e-07,9.295141805384814e-07,0.0003236935399074553,0.0002925995271510723,0.00035478755266383827,7.643075075742131e-11,5.991008346099451e-11,9.295141805384812e-11,3.236935399074553e-08,2.9259952715107228e-08,3.547875526638382e-08,7.643075075742133e-07,5.991008346099452e-07,9.295141805384814e-07,3.342858844312342e-08,2.3953559330917064e-08,4.290361755532978e-08,1.3962991778179886e-05,1.1803310442797515e-05,1.6122673113562256e-05,7.643075075742133e-09,5.991008346099452e-09,9.295141805384814e-09
weibull,50000,10,3.567043503939952e-08,2.554020237475323e-08,4.5800667704045816e-08,0.00012839624693454857,0.00010432768252204212,0.00015246481134705502,7.134087007879903e-13,5.108040474950644e-13,9.160133540809163e-13,2.5679249386909714e-09,2.0865536504408425e-09,3.0492962269411003e-09,3.567043503939952e-08,2.554020237475323e-08,4.5800667704045816e-08,1.7425056286863083e-08,1.2443325947526159e-08,2.2406786626200008e-08,6.292797074256792e-05,5.044266292165285e-05,7.541327856348298e-05,1.5952303507017543e-10,1.1421925733809954e-10,2.048268128022513e-10
weibull,50000,15,4.311832211363713e-09,2.7190619973093193e-09,5.904602425418107e-09,4.464402312949184e-05,3.587357593819433e-05,5.341447032078935e-05,8.623664422727426e-14,5.438123994618639e-14,1.1809204850836215e-13,8.928804625898367e-10,7.174715187638867e-10,1.0682894064157868e-09,4.311832211363713e-09,2.7190619973093193e-09,5.904602425418107e-09,1.460156233607809e-09,9.218959828520311e-10,1.998416484363587e-09,1.513536707514611e-05,1.210588446207082e-05,1.81648496882214e-05,1.9283099864365007e-11,1.2160014922039974e-11,2.640618480669004e-11
weibull,50000,20,1.385017771958385e-06,6.870406698444096e-07,2.0829948740723604e-06,0.00047968352551345085,0.00034595193938130077,0.0006134151116456009,2.77003554391677e-11,1.3740813396888192e-11,4.165989748144721e-11,9.593670510269016e-09,6.919038787626015e-09,1.2268302232912018e-08,1.385017771958385e-06,6.870406698444096e-07,2.0829948740723604e-06,3.3775284639542295e-07,1.7291754740675902e-07,5.025881453840868e-07,0.00011878857240000653,8.929442727222536e-05,0.0001482827175277877,6.1939877762885015e-09,3.0725392821581787e-09,9.315436270418825e-09
weibull,50000,25,4.5778546293819664e-06,3.935508149434913e-06,5.22020110932902e-06,0.0008231936062728148,0.00076546081475473,0.0008809263977908996,9.155709258763931e-11,7.871016298869823e-11,1.0440402218658039e-10,1.6463872125456296e-08,1.53092162950946e-08,1.7618527955817993e-08,4.5778546293819664e-06,3.935508149434913e-06,5.22020110932902e-06,9.110697505604862e-07,7.711214508346002e-07,1.0510180502863721e-06,0.00016361577744387464,0.0001497358342065347,0.00017749572068121458,2.0472788284820367e-08,1.7600127496281732e-08,2.3345449073359e-08
weibull,50000,30,4.38749724008525e-06,3.7699909731137867e-06,5.005003507056713e-06,0.0007409399166501115,0.0006913849064745013,0.0007904949268257217,8.774994480170499e-11,7.539981946227573e-11,1.0010007014113425e-10,1.4818798333002232e-08,1.3827698129490027e-08,1.5809898536514435e-08,4.38749724008525e-06,3.7699909731137867e-06,5.005003507056713e-06,7.55983753206574e-07,6.28153357508858e-07,8.838141489042899e-07,0.00012731283134054955,0.00011451739890136638,0.0001401082637797327,1.9621484159846664e-08,1.6859912180886015e-08,2.2383056138807313e-08
weibull,50000,50,3.3879336548563695e-06,3.0817173699487543e-06,3.6941499397639847e-06,0.0005183383265924023,0.0004954071607025772,0.0005412694924822275,6.775867309712739e-11,6.163434739897509e-11,7.388299879527969e-11,1.0366766531848048e-08,9.908143214051546e-09,1.082538984964455e-08,3.3879336548563695e-06,3.0817173699487543e-06,3.6941499397639847e-06,3.3063312039905155e-07,2.9727175272916775e-07,3.6399448806893535e-07,5.054044014324783e-05,4.772886594415459e-05,5.335201434234107e-05,1.5151299911036302e-08,1.378185905329456e-08,1.6520740768778044e-08
weibull,50000,100,1.030590827170152e-06,9.183312407947689e-07,1.142850413545535e-06,0.00025718489219187765,0.0002454225941804024,0.0002689471902033529,2.061181654340304e-11,1.836662481589538e-11,2.2857008270910702e-11,5.143697843837554e-09,4.908451883608049e-09,5.378943804067059e-09,1.030590827170152e-06,9.183312407947689e-07,1.142850413545535e-06,5.102380523146008e-08,4.378590378974005e-08,5.826170667318011e-08,1.2678596946403075e-05,1.1728401101969015e-05,1.3628792790837135e-05,4.608942293080394e-09,4.106902160557663e-09,5.1109824256031255e-09
weibull,100000,10,2.992898455102491e-08,2.410031652003785e-08,3.5757652582011965e-08,0.0001252856128352403,0.0001102206200329984,0.00014035060563748222,2.9928984551024907e-13,2.4100316520037846e-13,3.575765258201197e-13,1.252856128352403e-09,1.1022062003299837e-09,1.403506056374822e-09,2.992898455102491e-08,2.410031652003785e-08,3.5757652582011965e-08,1.4905251363397768e-08,1.206280402823805e-08,1.7747698698557486e-08,6.257499440031188e-05,5.5018776647406096e-05,7.013121215321765e-05,9.464375923723062e-11,7.621189253430263e-11,1.1307562594015861e-10
weibull,100000,15,3.823987439483417e-09,2.198310658911841e-09,5.449664220054993e-09,4.21750675474873e-05,3.361050752256393e-05,5.073962757241067e-05,3.823987439483417e-14,2.1983106589118412e-14,5.449664220054993e-14,4.21750675474873e-10,3.3610507522563933e-10,5.073962757241066e-10,3.823987439483417e-09,2.198310658911841e-09,5.449664220054993e-09,1.3498419943575121e-09,7.843609686591147e-10,1.9153230200559093e-09,1.4960641515727698e-05,1.158674521944232e-05,1.8334537812013075e-05,1.209251005264289e-11,6.9516686867869445e-12,1.723335141849884e-11
weibull,100000,20,1.2244669724054763e-06,9.462190486093652e-07,1.5027148962015873e-06,0.00047299953096238933,0.0004182137478284944,0.0005277853140962843,1.2244669724054763e-11,9.462190486093653e-12,1.5027148962015874e-11,4.729995309623893e-09,4.1821374782849445e-09,5.277853140962842e-09,1.2244669724054763e-06,9.462190486093652e-07,1.5027148962015873e-06,3.057604980632451e-07,2.384795615597849e-07,3.730414345667053e-07,0.00011841342896575394,0.0001058738035230853,0.00013095305440842257,3.872104552451849e-09,2.992207359043173e-09,4.752001745860524e-09
weibull,100000,25,4.039837239351646e-06,3.6082524131656143e-06,4.471422065537677e-06,0.0007696653345958912,0.0007298410283600986,0.0008094896408316839,4.0398372393516456e-11,3.6082524131656143e-11,4.471422065537677e-11,7.696653345958912e-09,7.298410283600986e-09,8.094896408316839e-09,4.039837239351646e-06,3.6082524131656143e-06,4.471422065537677e-06,8.648641507336424e-07,7.586187392760275e-07,9.711095621912571e-07,0.0001646501504831571,0.0001524191029026555,0.0001768811980636587,1.2775087052718004e-08,1.1410295998402264e-08,1.4139878107033744e-08
weibull,100000,30,3.820764862833726e-06,3.4423823270460555e-06,4.199147398621396e-06,0.000690662155806069,0.0006578346331405175,0.0007234896784716205,3.820764862833725e-11,3.442382327046055e-11,4.1991473986213956e-11,6.906621558060689e-09,6.578346331405174e-09,7.234896784716205e-09,3.820764862833726e-06,3.4423823270460555e-06,4.199147398621396e-06,6.420091943454233e-07,5.592728755688769e-07,7.247455131219696e-07,0.0001157893754907494,0.00010675376729475232,0.00012482498368674648,1.208231937049539e-08,1.0885768730576179e-08,1.3278870010414602e-08
weibull,100000,50,3.7407226072601695e-06,3.4036100799671974e-06,4.077835134553141e-06,0.000537522881376118,0.0005134648165262659,0.0005615809462259702,3.740722607260169e-11,3.403610079967197e-11,4.0778351345531415e-11,5.3752288137611805e-09,5.134648165262659e-09,5.615809462259702e-09,3.7407226072601695e-06,3.4036100799671974e-06,4.077835134553141e-06,3.996812495278787e-07,3.458586603224765e-07,4.5350383873328085e-07,5.724858678014386e-05,5.205668317025628e-05,6.244049039003144e-05,1.1829203533825645e-08,1.0763160119804178e-08,1.2895246947847113e-08
weibull,100000,100,1.206744673497065e-06,1.1181064019827481e-06,1.2953829450113818e-06,0.00026707597810688035,0.00025859219017056114,0.00027555976604319956,1.2067446734970651e-11,1.1181064019827484e-11,1.2953829450113818e-11,2.6707597810688036e-09,2.5859219017056116e-09,2.7555976604319957e-09,1.206744673497065e-06,1.1181064019827481e-06,1.2953829450113818e-06,6.326502478848791e-08,5.6386396351471815e-08,7.0143653225504e-08,1.396364546383816e-05,1.3150525084159751e-05,1.477676584351657e-05,3.816061722526953e-09,3.5357628966812896e-09,4.0963605483726155e-09
expon,50,10,0.00022732336582470823,7.352342701560704e-05,0.0003811233046338094,0.008058993555400535,0.0051944210859838575,0.010923566024817213,4.546467316494165e-06,1.4704685403121413e-06,7.622466092676189e-06,0.0001611798711080107,0.00010388842171967716,0.00021847132049634428,0.00022732336582470823,7.352342701560704e-05,0.0003811233046338094,8.587581223940246e-05,3.473388411435157e-05,0.00013701774036445336,0.0031594691413822707,0.0020681115389815027,0.004250826743783039,3.214837869936029e-05,1.039778276376199e-05,5.38989746349586e-05
expon,50,15,0.0001181832285029307,6.956522288975808e-05,0.00016680123411610333,0.006389545147738233,0.004319449428140023,0.008459640867336443,2.363664570058614e-06,1.3913044577951618e-06,3.3360246823220668e-06,0.00012779090295476466,8.638898856280043e-05,0.0001691928173467289,0.0001181832285029307,6.956522288975808e-05,0.00016680123411610333,2.8440216355113108e-05,1.833896895309254e-05,3.854146375713368e-05,0.0016322410082231543,0.0010370871679961989,0.00222739484845011,1.6713632459388315e-05,9.838008168020318e-06,2.358925675075631e-05
expon,50,20,0.0001686882903321945,8.332836927929613e-05,0.00025404821138509285,0.008093154716744887,0.005994510473369666,0.010191798960120109,3.373765806643889e-06,1.666567385585922e-06,5.080964227701856e-06,0.00016186309433489774,0.0001198902094673933,0.0002038359792024022,0.0001686882903321945,8.332836927929613e-05,0.00025404821138509285,4.407315391793022e-05,1.0694336262121144e-05,7.74519715737393e-05,0.0019927936310113917,0.0010040965264675118,0.0029814907355552715,2.3856126800131965e-05,1.1784410996521414e-05,3.592784260374251e-05
expon,50,25,0.00013716926345816699,9.01930810175115e-05,0.00018414544589882246,0.008425482131960161,0.006837040952902277,0.010013923311018046,2.74338526916334e-06,1.8038616203502302e-06,3.6829089179764494e-06,0.00016850964263920325,0.00013674081905804556,0.00020027846622036095,0.00013716926345816699,9.01930810175115e-05,0.00018414544589882246,2.7040918958880243e-05,1.9557185743398302e-05,3.4524652174362187e-05,0.0016964456557663945,0.0013985079001250546,0.0019943834114077344,1.9398663272326795e-05,1.2755227840718012e-05,2.6042098703935578e-05
expon,50,30,0.00011405427264000456,7.084872174314661e-05,0.0001572598235368625,0.007195204589633825,0.005841715100173998,0.00854869407909365,2.2810854528000915e-06,1.4169744348629323e-06,3.1451964707372508e-06,0.0001439040917926765,0.00011683430200347998,0.000170973881581873,0.00011405427264000456,7.084872174314661e-05,0.0001572598235368625,1.4169379056216968e-05,8.203815277065016e-06,2.013494283536892e-05,0.0008867390342237616,0.000673079960964711,0.0011003981074828122,1.612970992140931e-05,1.0019522316595557e-05,2.2239897526223066e-05
expon,50,50,9.023395642791278e-05,7.83435563764883e-05,0.00010212435647933726,0.006623557066885932,0.0060261003172608196,0.007221013816511045,1.8046791285582563e-06,1.5668711275297668e-06,2.042487129586746e-06,0.00013247114133771863,0.00012052200634521638,0.0001444202763302209,9.023395642791278e-05,7.83435563764883e-05,0.00010212435647933726,7.997232483386173e-06,6.807420925134341e-06,9.187044041638004e-06,0.0005872917471418673,0.000515720818954848,0.0006588626753288867,1.2761008496693719e-05,1.1079451995217096e-05,1.4442564998170342e-05
